ticker,m_max_macd,m_min_macd,w_max_macd,w_min_macd,d_max_macd,d_min_macd,m_last_macd,w_last_macd,d_last_macd,daily_overbought_score,weekly_overbought_score,monthly_overbought_score,total_overbought_score
RTX,15.612,-4.3233,8.4138,-7.4593,4.0364,-9.5769,15.612,8.4004,2.5302,62.68,99.84,100.0,87.51
LOW,29.9748,-1.8445,15.2973,-10.3014,7.404,-12.0317,6.4662,-1.1899,4.5595,61.58,-7.78,21.57,25.13
XLU,5.5751,-1.227,3.819,-1.8605,1.8537,-4.0728,5.5751,2.2549,1.1385,61.42,59.04,100.0,73.49
PHM,20.798,-4.5012,9.0821,-6.5676,5.2455,-6.1439,8.0215,2.3614,3.2152,61.29,26.0,38.57,41.95
META,106.0598,-38.4269,53.7659,-35.0786,29.4858,-30.6684,106.0598,41.7881,17.5477,59.51,77.72,100.0,79.08
AEE,6.7271,-2.825,4.6238,-2.5765,2.3148,-3.7739,6.7271,2.1453,1.3683,59.11,46.4,100.0,68.5
TMO,80.8577,-24.3418,37.1458,-40.686,17.166,-24.7045,-24.3418,-12.2317,10.1185,58.95,-32.93,-30.1,-1.36
XEL,5.0066,-2.1309,3.6655,-2.2153,1.9274,-3.4647,3.7013,1.5486,1.1256,58.4,42.25,73.93,58.19
PEP,11.1747,-5.9938,5.8835,-6.7906,3.4467,-6.6339,-5.5496,-0.9682,2.0021,58.09,-16.46,-49.66,-2.68
NSC,26.0576,-6.6398,14.7518,-10.5637,9.3604,-17.3036,11.0997,11.2198,5.2918,56.53,76.06,42.6,58.4
ATO,13.5672,-0.4789,7.4512,-2.4896,3.5736,-5.5739,13.5672,4.0857,2.0196,56.51,54.83,100.0,70.45
MPWR,120.9402,-1.484,65.6798,-55.963,41.1268,-83.6531,43.7079,35.8978,22.8575,55.58,54.66,36.14,48.79
TJX,12.833,-0.199,5.4186,-2.8409,3.2767,-5.6703,11.7808,2.0201,1.8052,55.09,37.28,91.8,61.39
WMT,12.5548,-0.6681,6.8092,-1.7186,3.2011,-3.2918,12.5548,2.8994,1.7545,54.81,42.58,100.0,65.8
HSY,23.7405,-8.2292,11.4489,-13.8346,6.7095,-8.5342,-5.4971,3.5604,3.6457,54.34,31.1,-23.15,20.76
ORCL,31.038,-0.2278,25.0853,-7.181,16.0649,-8.0258,31.038,25.0853,8.6469,53.82,100.0,100.0,84.61
BWA,5.6677,-3.8125,2.7648,-3.5227,1.9592,-2.9208,-0.2231,1.8439,1.0507,53.63,66.69,-3.94,38.79
ALL,21.2601,-5.3716,11.4699,-4.2937,4.9684,-9.7,19.6885,2.5179,2.6583,53.5,21.95,92.61,56.02
LVS,10.2336,-13.0476,4.8786,-4.5516,3.2917,-6.1264,0.0492,2.6217,1.7481,53.11,53.74,0.48,35.78
RBLX,18.3364,-10.4793,17.4118,-14.0079,12.1399,-10.5387,18.3364,17.4118,6.4415,53.06,100.0,100.0,84.35
SRE,5.3345,-0.4316,4.8827,-3.69,2.9623,-6.2153,2.5029,0.9646,1.5602,52.67,19.76,46.92,39.78
MLM,62.5088,-6.0865,44.536,-21.4171,24.4573,-25.8338,32.6297,18.1988,12.5327,51.24,40.86,52.2,48.1
BLK,105.6448,-4.8438,61.4031,-55.5973,34.7365,-38.2601,95.1195,47.9173,17.6384,50.78,78.04,90.04,72.95
CSX,3.0925,-0.2345,1.7432,-1.5019,1.1595,-2.0788,0.4496,1.0787,0.5871,50.63,61.88,14.54,42.35
AVGO,48.2182,-0.0309,27.1349,-2.3755,18.2579,-12.5893,48.2182,27.1349,9.14,50.06,100.0,100.0,83.35
GE,42.5642,-19.3626,21.3274,-10.8641,11.9766,-7.0431,42.5642,21.3274,5.9643,49.8,100.0,100.0,83.27
TER,21.4589,-4.7077,14.1894,-13.1339,8.684,-11.6895,-3.2137,0.1193,4.2609,49.07,0.84,-14.98,11.64
HES,19.9483,-6.2036,10.0494,-6.7209,6.3933,-7.3134,3.9879,1.5179,3.1314,48.98,15.1,19.99,28.02
CAT,45.0262,-5.8855,27.2847,-16.7489,16.2034,-14.9169,35.3558,20.2926,7.7405,47.77,74.37,78.52,66.89
BX,21.115,-1.9981,15.9535,-7.6009,8.0014,-8.0509,14.7913,5.5426,3.7875,47.34,34.74,70.05,50.71
CSCO,5.5411,-1.5407,3.2076,-2.9444,1.6954,-2.4801,5.5411,3.1635,0.8005,47.22,98.63,100.0,81.95
VMC,24.4594,-7.5095,16.3326,-9.7935,10.8583,-12.9924,16.978,6.5988,5.1183,47.14,40.4,69.41,52.32
APP,91.5467,-13.8549,74.7538,-10.6337,46.7033,-32.7095,91.5467,33.1804,21.9198,46.93,44.39,100.0,63.77
ROST,11.8227,-5.1837,8.2431,-7.1426,7.1243,-13.0615,5.3532,-0.0661,3.2597,45.75,-0.8,45.28,30.08
SN,16.4803,-0.5758,11.7722,-5.0731,6.3331,-7.1205,14.2338,6.1037,2.8963,45.73,51.85,86.37,61.32
PEG,8.1302,-1.0057,5.529,-3.131,2.8085,-4.1653,6.5362,1.5251,1.2812,45.62,27.58,80.39,51.2
MSFT,44.1029,-1.8558,28.9766,-12.7073,18.704,-11.7348,43.0317,28.9766,8.4999,45.44,100.0,97.57,81.01
TRMB,12.599,-4.1811,6.6232,-4.672,3.2763,-5.1738,5.3856,4.3164,1.485,45.33,65.17,42.75,51.08
C,26.7231,-70.6003,6.2592,-6.3932,4.021,-7.9151,9.6834,6.2592,1.8043,44.87,100.0,36.24,60.37
MCO,47.3912,-6.6059,26.4989,-20.2832,12.5406,-21.8531,41.658,12.2218,5.4829,43.72,46.12,87.9,59.25
ICE,17.445,-1.9475,8.1486,-8.1888,4.1179,-7.8432,17.445,6.1824,1.7765,43.14,75.87,100.0,73.0
HUM,38.4951,-47.8618,23.2171,-38.7462,17.0685,-30.6677,-44.3048,-4.9856,7.3526,43.08,-21.47,-115.09,-31.16
XHB,13.7296,-4.7107,7.3979,-5.0395,4.0497,-5.3146,5.0668,0.9926,1.7351,42.85,13.42,36.9,31.06
TOL,24.6187,-2.5196,11.5452,-10.5626,6.1924,-7.7112,8.3992,1.4913,2.6187,42.29,12.92,34.12,29.77
XLK,21.8457,-1.6408,11.4471,-7.561,7.9517,-9.2151,21.3028,11.4471,3.344,42.05,100.0,97.51,79.86
HD,41.0251,-2.0577,22.9257,-15.0182,13.2427,-17.1598,17.2172,1.465,5.5333,41.78,6.39,41.97,30.05
QQQ,47.6667,-3.3138,21.2709,-19.4162,14.6789,-17.7287,47.4489,20.6097,6.1256,41.73,96.89,99.54,79.39
LSCC,13.7057,-4.5642,8.6211,-7.042,4.8943,-6.984,-3.674,0.645,2.0093,41.05,7.48,-26.81,7.24
SCHW,10.4183,-2.2632,6.0981,-6.9375,3.6533,-6.072,7.6446,5.1805,1.4927,40.86,84.95,73.38,66.4
PPL,2.6842,-1.1188,1.4858,-1.6497,1.013,-2.8373,2.6416,0.7254,0.4135,40.82,48.82,98.41,62.68
SPY,49.1655,-9.6431,20.7788,-14.6455,12.2309,-21.8455,46.3232,17.5364,4.9788,40.71,84.4,94.22,73.11
VST,38.0481,-0.8771,21.4763,-3.0865,13.0273,-13.2837,38.0481,17.9516,5.0864,39.04,83.59,100.0,74.21
TSM,30.4218,-2.7067,17.042,-8.2963,9.8129,-9.4614,30.4218,16.1474,3.794,38.66,94.75,100.0,77.8
GPC,17.3635,-4.8566,11.1666,-7.5966,5.7794,-7.8827,-2.705,2.6649,2.2147,38.32,23.86,-15.58,15.54
BURL,40.5787,-26.3718,27.3922,-26.7817,17.2467,-25.9693,14.0249,5.1595,6.5992,38.26,18.84,34.56,30.55
AAPL,24.0345,-0.0777,12.7742,-7.6271,8.9137,-10.6162,11.8197,-0.1039,3.3613,37.71,-0.81,49.18,28.69
ABBV,17.4782,-0.5642,11.3336,-3.7539,7.5734,-8.2328,13.9519,2.8521,2.8455,37.57,25.16,79.82,47.52
NET,34.2851,-7.1966,28.9009,-19.8848,16.051,-15.4344,29.8265,21.6354,6.0117,37.45,74.86,87.0,66.44
EXPE,19.2768,-11.9579,18.8061,-21.5705,9.3923,-16.1697,14.4762,5.7882,3.4732,36.98,30.78,75.1,47.62
STT,9.1303,-6.2092,5.6493,-5.8706,3.8319,-6.4796,9.1303,5.5799,1.3937,36.37,98.77,100.0,78.38
SMH,33.996,-1.8894,21.9991,-11.3802,11.2827,-12.0591,28.9393,16.0507,4.0571,35.96,72.96,85.13,64.68
SOFI,2.634,-4.5626,2.4524,-2.5413,2.6292,-1.4198,2.634,2.4524,0.9368,35.63,100.0,100.0,78.54
SO,7.2735,-0.2183,4.5581,-1.5654,2.1713,-4.0455,7.2735,2.2294,0.7731,35.61,48.91,100.0,61.51
CME,26.2512,-7.2691,15.3662,-9.2727,6.4506,-13.2846,26.2512,9.7279,2.2142,34.33,63.31,100.0,65.88
FNV,18.7677,-4.7695,11.5126,-8.212,7.9123,-6.0263,11.2608,6.5212,2.7014,34.14,56.64,60.0,50.26
GS,87.5665,-17.1977,44.0428,-16.2231,31.4278,-27.0215,87.5665,44.0428,10.7197,34.11,100.0,100.0,78.04
LEN,21.5862,-6.914,10.9064,-12.1803,7.0102,-8.5869,-0.9616,-2.5177,2.3885,34.07,-23.08,-4.45,2.18
CART,4.5089,-1.2301,3.3913,-1.62,2.4752,-2.6784,4.5089,1.9348,0.8336,33.68,57.05,100.0,63.58
AEO,4.5123,-2.3197,4.3542,-2.7791,1.9766,-1.7073,-1.713,-0.674,0.6373,32.24,-15.48,-37.96,-7.07
DLTR,17.1298,-16.501,12.9869,-13.8563,10.37,-9.1224,-6.6018,9.9158,3.3109,31.93,76.35,-38.54,23.25
KBH,11.5587,-6.0375,5.5338,-5.2067,3.983,-6.1239,1.26,-1.3814,1.2521,31.44,-24.96,10.9,5.79
ULTA,55.8215,-14.144,30.7071,-28.8451,25.798,-35.437,13.2886,30.4782,8.0457,31.19,99.25,23.81,51.42
GILD,12.3539,-3.735,8.0433,-2.8884,5.0828,-2.2612,12.3539,5.1071,1.5827,31.14,63.5,100.0,64.88
KKR,25.5799,-1.1885,13.9036,-8.4863,6.0164,-9.6963,16.8603,4.6002,1.8379,30.55,33.09,65.91,43.18
EXC,4.4711,-1.9007,2.863,-1.5694,1.5822,-2.4933,2.4622,0.8126,0.4812,30.41,28.38,55.07,37.96
NCLH,7.5869,-9.8613,2.5089,-11.6813,2.6463,-10.7836,0.8471,0.7262,0.8018,30.3,28.94,11.17,23.47
MDT,8.8278,-5.7584,4.4985,-4.8316,2.947,-8.1974,1.9786,1.8061,0.8912,30.24,40.15,22.41,30.93
DELL,21.9591,-0.0464,18.109,-9.2704,11.7289,-11.2586,13.9957,7.8589,3.5004,29.84,43.4,63.74,45.66
PSN,14.8408,-0.4861,8.5211,-9.4819,4.3418,-7.5896,3.3164,0.3876,1.2446,28.67,4.55,22.35,18.52
ED,6.2323,-1.2155,4.5996,-3.0356,3.1294,-3.9923,5.3376,0.8376,0.8656,27.66,18.21,85.64,43.84
PH,90.925,-4.3427,43.859,-14.337,23.7698,-26.7321,81.6575,27.1044,6.5087,27.38,61.8,89.81,59.66
ANF,33.606,-8.7073,22.8607,-19.1347,14.5419,-10.9781,4.339,-2.5534,3.97,27.3,-11.17,12.91,9.68
CTAS,27.3796,-0.7695,12.6314,-4.1531,4.7871,-9.1767,24.2675,5.5447,1.2966,27.09,43.9,88.63,53.2
CEG,52.4431,-0.1562,26.7191,-9.9255,26.1379,-23.5146,52.4431,23.0283,7.0525,26.98,86.19,100.0,71.06
XLC,10.0507,-3.8489,4.4331,-4.58,2.0761,-3.4151,10.0507,3.2298,0.5468,26.34,72.86,100.0,66.4
LRCX,12.6943,-0.5214,8.1391,-4.0866,4.1025,-6.6917,6.8165,6.4699,1.0719,26.13,79.49,53.7,53.11
CENX,8.7089,-11.9852,3.4483,-3.1247,2.919,-3.344,2.1398,1.1224,0.7434,25.47,32.55,24.57,27.53
MCD,18.5765,-0.0278,10.5493,-7.4597,7.7634,-15.3896,13.0377,1.066,1.9469,25.08,10.1,70.18,35.12
TMUS,30.5212,-6.5207,17.5415,-6.1875,11.2014,-5.7252,26.7613,1.3506,2.7798,24.82,7.7,87.68,40.07
AON,31.0254,-0.3704,19.8464,-8.0207,9.7143,-17.9153,18.7943,-0.8388,2.4085,24.79,-4.23,60.58,27.05
CFG,4.5038,-2.5625,3.5529,-3.5444,1.9263,-4.0555,3.3961,1.8859,0.4629,24.03,53.08,75.41,50.84
DKS,32.2945,-4.1088,22.197,-9.9158,14.2951,-10.0539,17.6217,2.2681,3.2905,23.02,10.22,54.57,29.27
EL,40.9602,-36.2448,19.3896,-22.2818,9.9412,-15.0046,-25.8238,5.0956,2.2567,22.7,26.28,-63.05,-4.69
RF,2.1808,-3.8768,1.8441,-1.3513,0.956,-1.5986,1.5112,0.9002,0.2145,22.44,48.82,69.3,46.85
MS,14.8036,-6.513,9.7186,-3.9503,6.0427,-5.6478,14.8036,6.4044,1.3476,22.3,65.9,100.0,62.73
JBL,28.6263,-3.7009,21.8527,-5.4335,14.6589,-7.6,28.6263,21.6382,3.2501,22.17,99.02,100.0,73.73
WYNN,25.9835,-20.5009,11.4573,-15.34,7.3286,-19.5251,2.1641,6.172,1.6197,22.1,53.87,8.33,28.1
CVNA,67.6283,-50.5366,37.7898,-51.5366,24.4028,-26.2312,67.6283,34.4484,5.3216,21.81,91.16,100.0,70.99
AES,2.7924,-2.1649,2.316,-2.1099,1.331,-1.9571,-1.7851,0.2897,0.2887,21.69,12.51,-63.93,-9.91
RY,10.0385,-1.9318,6.2733,-4.0347,3.5523,-5.3006,10.0385,4.284,0.7578,21.33,68.29,100.0,63.21
WM,19.0312,-0.898,12.1506,-4.0659,6.3535,-6.4242,17.6541,3.0697,1.3478,21.21,25.26,92.76,46.41
JPM,34.8067,-2.3637,16.0442,-8.3068,8.5185,-10.7758,34.8067,13.849,1.7897,21.01,86.32,100.0,69.11
CASY,62.8543,-0.2276,29.3892,-5.1786,16.9649,-10.2308,62.8543,28.26,3.3874,19.97,96.16,100.0,72.04
SYF,7.9422,-2.0044,6.0374,-4.3168,3.423,-4.2296,7.7395,3.6679,0.6832,19.96,60.75,97.45,59.39
AFRM,7.7007,-21.6114,21.4932,-18.9698,13.71,-13.7382,7.7007,4.8537,2.6802,19.55,22.58,100.0,47.38
XLI,11.2251,-2.7285,5.3076,-4.5348,3.9687,-6.9408,11.2251,5.0224,0.7567,19.07,94.63,100.0,71.23
BLDR,33.2454,-2.9707,19.5365,-13.733,9.8121,-9.419,0.432,-2.9883,1.8458,18.81,-15.3,1.3,1.6
FSLR,62.2692,-32.3241,27.2802,-20.2665,25.7542,-10.8996,0.1833,4.7655,4.7552,18.46,17.47,0.29,12.08
LYV,16.0211,-3.6576,11.1157,-8.2999,6.5679,-9.5698,16.0211,5.949,1.2116,18.45,53.52,100.0,57.32
MA,49.4363,0.0,21.8883,-13.3477,14.2532,-25.5962,47.3689,9.9714,2.5949,18.21,45.56,95.82,53.19
CCL,5.7496,-10.1339,2.6782,-9.3117,2.0514,-7.9462,2.8587,2.0194,0.3721,18.14,75.4,49.72,47.75
W,51.5886,-47.5742,53.8453,-41.0236,29.5318,-17.0251,-5.6415,7.4449,5.3233,18.03,13.83,-10.94,6.97
VZ,2.6529,-2.7915,1.7727,-2.7995,1.2582,-1.3861,1.8826,0.4871,0.225,17.88,27.48,70.96,38.77
UAL,12.6429,-12.3429,13.9678,-16.7163,7.0702,-13.322,10.0785,2.4477,1.2585,17.8,17.52,79.72,38.35
GM,6.6737,-2.6843,5.9984,-4.6663,3.3614,-3.8852,3.1872,1.4375,0.5786,17.21,23.96,47.76,29.65
XLY,20.1965,-3.0926,12.672,-11.1472,7.3061,-9.3789,14.3942,4.5147,1.2478,17.08,35.63,71.27,41.33
AWK,15.291,-5.5727,8.0143,-6.8067,4.9011,-6.3818,2.7205,2.0651,0.8355,17.05,25.77,17.79,20.2
IBB,15.8078,-4.363,8.9888,-9.4647,4.5226,-6.4731,-0.6962,0.2196,0.767,16.96,2.44,-4.4,5.0
CELH,13.1773,-4.5808,9.2539,-9.865,8.9917,-6.2096,0.0646,4.3182,1.4911,16.58,46.66,0.49,21.25
NKE,18.6429,-11.2398,9.6737,-9.9547,7.1877,-7.7836,-8.9025,1.4321,1.1876,16.52,14.8,-47.75,-5.48
XLP,4.5187,-0.5257,2.3643,-1.5502,1.4166,-2.6144,3.2212,0.622,0.2309,16.3,26.31,71.29,37.96
MRVL,12.2449,-2.4423,13.3628,-9.7585,8.1448,-10.8825,4.4843,-0.9857,1.3016,15.98,-7.38,36.62,15.08
ARKK,21.7231,-14.1,17.8692,-13.8863,7.2228,-7.2398,4.7016,5.8273,1.1415,15.8,32.61,21.64,23.35
ETN,48.0765,-3.1051,26.9577,-16.2819,13.0785,-12.5364,36.0406,16.676,2.0192,15.44,61.86,74.97,50.75
CVX,19.3771,-6.3839,14.3901,-8.6656,8.9749,-9.9806,2.6397,1.8188,1.3783,15.36,12.64,13.62,13.87
MNST,4.5434,-0.1003,3.0042,-2.0792,1.8169,-2.0652,2.7442,1.8651,0.2769,15.24,62.08,60.4,45.91
Z,24.9428,-13.9542,23.38,-14.1541,14.7754,-9.053,6.3402,2.6713,2.1351,14.45,11.43,25.42,17.1
SPG,18.4558,-18.4805,9.6779,-18.6479,7.0252,-16.645,12.7648,0.5894,1.0076,14.34,6.09,69.16,29.87
VVV,3.8648,-0.9445,2.8445,-1.9456,1.6619,-2.6381,0.213,0.2141,0.2308,13.89,7.53,5.51,8.98
SHW,38.7125,-2.9457,20.0272,-14.6192,12.4181,-13.0736,19.8749,-0.2652,1.7122,13.79,-1.32,51.34,21.27
EXPD,13.7327,-2.4877,8.4048,-5.929,5.0977,-4.1834,0.9995,0.5476,0.699,13.71,6.52,7.28,9.17
NUE,21.4255,-5.8416,13.4688,-10.0429,8.6576,-8.9486,-3.8336,3.5414,1.1789,13.62,26.29,-17.89,7.34
ITW,19.4551,-2.9278,9.3654,-8.9314,7.6598,-11.2091,7.4173,2.3541,0.9582,12.51,25.14,38.13,25.26
BA,52.9163,-40.9771,30.6018,-57.6126,18.6668,-56.8946,3.8455,14.6139,2.2475,12.04,47.76,7.27,22.35
EW,13.941,-5.6915,8.254,-7.9089,4.0497,-7.7837,-1.422,1.5601,0.4824,11.91,18.9,-10.2,6.87
PWR,47.6625,-2.4739,29.02,-12.3434,19.09,-17.686,47.6625,26.6102,2.2648,11.86,91.7,100.0,67.85
XYZ,47.8366,-26.9536,30.3958,-35.5914,14.0343,-16.9612,-3.7276,1.6144,1.6105,11.48,5.31,-7.79,3.0
TRV,25.0395,-3.5508,14.0626,-9.7001,7.2328,-10.5689,23.3829,3.7442,0.8232,11.38,26.63,93.38,43.8
TD,6.6973,-1.4855,4.5983,-3.2698,2.0505,-3.8321,3.9618,4.2086,0.2322,11.32,91.53,59.16,54.0
DG,24.7028,-28.6957,11.021,-24.3795,9.9353,-15.9752,-15.0819,7.2714,1.0747,10.82,65.98,-61.05,5.25
DKNG,12.2741,-6.0454,8.1183,-7.8499,5.696,-4.6699,2.7864,1.3642,0.6089,10.69,16.8,22.7,16.73
TGT,35.6698,-13.0401,18.0648,-19.7278,7.1902,-17.8855,-12.0876,-3.6191,0.7679,10.68,-20.03,-33.89,-14.41
BABA,29.388,-31.9526,22.2207,-20.5597,11.7982,-11.1858,6.544,2.6784,1.2503,10.6,12.05,22.27,14.97
DAL,6.8778,-5.8619,5.0594,-9.169,3.3694,-8.0532,2.8363,0.4648,0.3542,10.51,9.19,41.24,20.31
T,3.2544,-0.5719,1.8084,-0.8808,0.9873,-1.2134,3.2544,0.9323,0.1031,10.44,51.55,100.0,54.0
RH,138.2789,-41.2467,74.3767,-72.3864,44.058,-45.8386,-27.2074,-19.304,4.507,10.23,-25.95,-19.68,-11.8
KLAC,118.8706,-4.1408,64.932,-25.9447,39.756,-27.9491,91.1947,56.753,3.9915,10.04,87.4,76.72,58.05
ECL,20.464,-11.6211,13.0208,-13.3659,9.6431,-13.1977,20.2128,6.2163,0.9367,9.71,47.74,98.77,52.08
DIA,29.8642,-6.9337,14.1142,-11.9185,8.0687,-20.7084,24.7956,6.8148,0.7784,9.65,48.28,83.03,46.99
FLEX,6.8595,-1.7836,3.9808,-1.3992,2.5634,-2.3416,6.8595,3.8017,0.2437,9.51,95.5,100.0,68.34
XRT,13.4018,-1.8059,9.0026,-5.6402,5.2321,-3.7997,2.6831,1.8361,0.4891,9.35,20.4,20.02,16.59
IWM,20.9198,-5.8264,17.3284,-10.2298,6.8296,-14.82,6.8721,3.043,0.6088,8.91,17.56,32.85,19.77
ALB,40.0595,-29.0314,23.8486,-22.9347,15.4349,-14.7054,-25.4889,-0.1639,1.318,8.54,-0.69,-63.63,-18.59
PCAR,13.5434,-1.5385,9.6146,-3.7046,4.1022,-3.7267,5.3038,-0.5494,0.3441,8.39,-5.71,39.16,13.95
U,13.6768,-20.9117,22.8343,-22.3535,15.3542,-13.7259,-3.8583,2.978,1.2806,8.34,13.04,-28.21,-2.28
IGV,10.0292,-2.7413,5.9581,-5.262,3.7071,-3.633,9.3417,3.6584,0.284,7.66,61.4,93.15,54.07
CLF,17.3079,-9.9054,2.6607,-2.1278,2.791,-2.1177,-2.3108,-0.0025,0.2048,7.34,-0.09,-13.35,-2.04
CCI,14.6174,-13.3835,8.4563,-10.6093,5.4947,-8.2221,-2.2654,2.2456,0.398,7.24,26.56,-15.5,6.1
LIN,41.3634,-2.7566,21.4423,-7.905,13.7771,-13.4849,26.9638,5.5027,0.8959,6.5,25.66,65.19,32.45
