ticker,m_max_macd,m_min_macd,w_max_macd,w_min_macd,d_max_macd,d_min_macd,m_last_macd,w_last_macd,d_last_macd,daily_overbought_score,weekly_overbought_score,monthly_overbought_score,total_overbought_score
LYV,18.2601,-3.6576,11.1157,-8.2999,6.5679,-9.5698,18.2601,8.6743,3.4843,53.05,78.04,100.0,77.03
CVS,9.8867,-5.4493,5.7333,-5.4757,3.651,-4.4114,0.1818,2.7629,1.9226,52.66,48.19,1.84,34.23
SPG,18.4558,-18.4805,9.6779,-18.6479,7.0252,-16.645,14.2477,4.4604,3.6833,52.43,46.09,77.2,58.57
ABBV,17.4782,-0.5642,11.3336,-3.7539,7.5734,-8.2328,15.4576,6.6,3.9018,51.52,58.23,88.44,66.06
TER,21.4373,-4.7029,14.1751,-13.1207,8.6753,-11.6778,-0.9014,5.2075,4.4665,51.49,36.74,-4.2,28.01
ANET,0.0,0.0,12.7281,-6.9509,9.2104,-8.256,0.0,12.7281,4.7159,51.2,100.0,,
HES,19.9483,-6.2036,10.0494,-6.7209,6.3933,-7.3134,3.9879,1.5179,3.1314,48.98,15.1,19.99,28.02
MPWR,120.9402,-1.484,65.6798,-55.963,41.1268,-83.6531,56.2769,53.4455,19.8304,48.22,81.37,46.53,58.71
BABA,29.388,-31.9526,22.2207,-20.5597,11.7982,-11.1858,10.1053,6.6629,5.6378,47.79,29.99,34.39,37.39
HBAN,1.3409,-2.2093,1.2153,-1.2325,0.6869,-1.2009,1.3409,0.6076,0.3274,47.66,50.0,100.0,65.89
DAL,6.8778,-5.8619,5.0594,-9.169,3.3694,-8.0532,3.9568,2.614,1.6036,47.59,51.67,57.53,52.26
IBB,15.782,-4.3543,8.9895,-9.4647,4.5226,-6.4731,0.545,2.7926,2.1458,47.45,31.07,3.45,27.32
ADI,18.8553,-2.4229,12.3777,-8.6211,9.2155,-11.321,14.9211,9.3196,4.3616,47.33,75.29,79.13,67.25
GD,24.7384,-8.2436,13.8276,-11.6019,7.7736,-14.7979,19.2555,13.8276,3.663,47.12,100.0,77.84,74.99
MO,6.7244,-2.0306,3.1971,-1.8369,2.0145,-1.9928,6.7244,3.1578,0.9473,47.02,98.77,100.0,81.93
BK,13.5722,-2.5365,6.2197,-2.9517,2.9836,-3.5695,13.5722,6.2197,1.3979,46.85,100.0,100.0,82.28
UNH,56.3879,-45.3394,24.6854,-61.114,22.7485,-49.9283,-45.3394,-37.5717,10.6213,46.69,-152.2,-80.41,-61.97
SYF,8.8182,-2.0044,6.0374,-4.3168,3.423,-4.2296,8.8182,4.7793,1.5839,46.27,79.16,100.0,75.14
PSX,16.6497,-7.5042,12.0134,-10.4068,5.8158,-9.2709,4.8365,3.7274,2.6877,46.21,31.03,29.05,35.43
TTWO,24.7105,-12.2219,14.8705,-13.6485,8.6046,-10.0961,24.7105,8.4137,3.9272,45.64,56.58,100.0,67.41
KRE,6.0518,-4.0215,6.067,-5.4647,2.6449,-5.1604,3.3743,2.036,1.1994,45.35,33.56,55.76,44.89
ONB,2.0015,-0.8496,1.3576,-1.165,0.8694,-0.9788,1.7159,0.4567,0.3886,44.7,33.64,85.73,54.69
A,21.1612,-3.3657,12.464,-8.6653,6.2816,-6.6833,-2.4632,0.6337,2.7665,44.04,5.08,-11.64,12.5
USB,3.4566,-3.0441,3.9823,-4.5506,2.1373,-4.3743,2.0963,1.3601,0.9036,42.28,34.15,60.65,45.69
MCD,18.4717,-0.0276,10.4898,-7.4176,7.7196,-15.3028,13.9615,3.6063,3.2511,42.11,34.38,75.58,50.69
DIA,29.8465,-6.9296,14.1058,-11.9115,8.0639,-20.6962,26.6289,9.8638,3.3297,41.29,69.93,89.22,66.81
MPC,25.1219,-5.6393,16.524,-7.7513,10.2369,-8.1338,11.6561,7.5818,4.2157,41.18,45.88,46.4,44.49
XLV,10.6604,-1.522,4.9153,-3.1669,2.6047,-5.097,1.407,-0.5856,1.0684,41.02,-11.91,13.2,14.1
TMO,80.8576,-23.9476,37.1458,-40.686,17.166,-24.7045,-20.8539,2.0923,7.0316,40.96,5.63,-25.79,6.93
RCL,58.3209,-14.0006,33.1541,-22.3582,21.7202,-21.789,58.3209,31.8775,8.8712,40.84,96.15,100.0,79.0
PANW,23.4829,-0.532,16.6834,-4.043,7.5846,-7.8195,18.3451,1.4926,3.0976,40.84,8.95,78.12,42.64
XLY,20.1965,-3.0926,12.672,-11.1472,7.3061,-9.3789,15.8277,6.9792,2.9572,40.48,55.08,78.37,57.97
SOFI,3.4395,-4.5626,3.2515,-2.5413,2.6292,-1.4198,3.4395,3.2515,1.0625,40.41,100.0,100.0,80.14
ATO,13.825,-0.4764,7.4126,-2.4767,3.5551,-5.545,13.825,4.9376,1.4349,40.36,66.61,100.0,68.99
BBY,10.5627,-4.7201,8.1675,-7.0684,4.817,-6.9281,-1.1162,-0.0021,1.9266,40.0,-0.03,-10.57,9.8
SE,70.2433,-31.1133,34.384,-48.3822,17.6414,-28.0184,25.2593,15.3381,7.0523,39.98,44.61,35.96,40.18
TRV,25.0395,-3.5508,14.0626,-9.7001,7.2328,-10.5689,23.836,5.3405,2.8601,39.54,37.98,95.19,57.57
SHW,38.6288,-2.9393,19.984,-14.5876,12.3912,-13.0454,20.746,4.9925,4.7376,38.23,24.98,53.71,38.97
VMC,24.4189,-7.497,16.3056,-9.7772,10.8403,-12.9708,18.5475,9.8902,4.1252,38.05,60.66,75.96,58.22
SHOP,27.703,-16.4815,14.8022,-22.4701,8.8729,-13.3384,16.6455,11.8831,3.3755,38.04,80.28,60.09,59.47
CRUS,12.7743,-3.0022,13.0349,-5.8183,6.7942,-6.4064,4.7199,3.2584,2.5797,37.97,25.0,36.95,33.31
TEM,8.3274,0.0,6.0394,-2.2218,10.4276,-5.6789,8.3274,6.0394,3.9281,37.67,100.0,100.0,79.22
PH,90.7095,-4.3324,43.7551,-14.303,23.7135,-26.6687,85.058,31.8473,8.8988,37.53,72.79,93.77,68.03
ROST,11.8227,-5.1837,8.2431,-7.1426,7.1243,-13.0615,5.8632,2.4432,2.6573,37.3,29.64,49.59,38.84
DECK,30.0752,-1.31,15.85,-18.5023,10.3735,-14.9734,1.796,-5.9185,3.8438,37.05,-37.34,5.97,1.9
MET,6.8371,-4.2965,4.8429,-3.8096,2.308,-5.1914,4.478,0.4412,0.8545,37.02,9.11,65.5,37.21
ELF,38.8671,-4.4081,23.9863,-21.0742,13.92,-14.8418,2.5745,8.6087,5.1428,36.95,35.89,6.62,26.49
GM,6.6565,-2.6774,5.983,-4.6543,3.3527,-3.8752,3.9249,2.5589,1.2369,36.89,42.77,58.96,46.21
GPC,17.2368,-4.8212,11.0852,-7.5412,5.7373,-7.8253,-1.041,4.7806,2.0827,36.3,43.13,-6.04,24.46
MU,14.4627,-2.9847,13.8253,-7.0952,9.1683,-10.3883,9.3799,8.091,3.3072,36.07,58.52,64.86,53.15
SPY,49.1655,-9.6431,20.7788,-14.6455,12.2309,-21.8455,48.4527,19.908,4.3703,35.73,95.81,98.55,76.7
TFC,4.0602,-4.2353,3.7006,-4.0523,2.0698,-4.9543,2.1447,1.5038,0.7334,35.43,40.64,52.82,42.96
MLM,62.4246,-6.0783,44.476,-21.3883,24.4244,-25.799,36.5696,23.8062,8.6383,35.37,53.53,58.58,49.16
FCX,7.0524,-5.5958,4.7258,-3.3827,2.5508,-3.0079,0.8872,1.41,0.8996,35.27,29.84,12.58,25.89
MA,49.4363,0.0,21.8883,-13.3477,14.2532,-25.5962,49.0132,13.888,5.0145,35.18,63.45,99.14,65.93
BLDR,33.2454,-2.9707,19.5365,-13.733,9.8121,-9.419,1.4865,1.8741,3.3351,33.99,9.59,4.47,16.02
HSY,23.5601,-8.1666,11.3619,-13.7294,6.6585,-8.4694,-3.1884,5.3454,2.2619,33.97,47.05,-13.53,22.49
WELL,21.2954,-2.8847,9.1891,-8.8491,5.0322,-9.9362,21.2954,7.1705,1.6994,33.77,78.03,100.0,70.6
CCL,5.7496,-10.1339,2.6782,-9.3117,2.0514,-7.9462,3.4611,2.5208,0.6758,32.94,94.12,60.2,62.42
T,3.4086,-0.5719,1.8084,-0.8808,0.9873,-1.2134,3.4086,1.0803,0.3239,32.81,59.74,100.0,64.18
TEL,16.687,-4.55,15.835,-6.5895,10.7789,-8.5508,16.687,15.835,3.4286,31.81,100.0,100.0,77.27
MS,16.0303,-6.513,9.7186,-3.9503,6.0427,-5.6478,16.0303,7.3672,1.9125,31.65,75.81,100.0,69.15
BOOT,21.9714,-3.151,15.7218,-12.0703,15.0226,-11.2412,20.7969,12.0944,4.665,31.05,76.93,94.65,67.55
AMZN,22.313,-12.0249,16.1282,-13.9385,8.3333,-12.4315,20.8415,7.7557,2.5865,31.04,48.09,93.41,57.51
C,26.7231,-70.6003,6.7876,-6.3932,4.021,-7.9151,10.8024,6.7876,1.2437,30.93,100.0,40.42,57.12
APH,15.2046,-0.1735,9.9261,-1.4469,4.8045,-2.1757,15.2046,9.7071,1.4759,30.72,97.79,100.0,76.17
BURL,40.5787,-26.3718,27.3922,-26.7817,17.2467,-25.9693,17.0091,10.4975,5.2445,30.41,38.32,41.92,36.88
FAST,4.7638,-0.1432,2.882,-0.8564,1.5034,-1.1333,4.7638,2.6833,0.4558,30.32,93.11,100.0,74.47
AFRM,10.4009,-21.6114,21.4932,-18.9698,13.71,-13.7382,10.4009,8.3176,4.1349,30.16,38.7,100.0,56.29
TSCO,5.8288,-0.9484,3.1744,-1.2547,1.7016,-1.9332,3.5438,2.1649,0.5073,29.81,68.2,60.8,52.94
NET,34.2851,-7.1966,28.9009,-19.8848,16.051,-15.4344,33.4561,21.542,4.7636,29.68,74.54,97.58,67.27
BSX,13.8234,-3.9573,6.5123,-2.7422,3.244,-3.8269,13.2532,2.4731,0.9558,29.46,37.98,95.88,54.44
AFL,12.2399,-2.1029,7.481,-4.1901,3.6819,-5.3554,8.6146,0.6569,1.0802,29.34,8.78,70.38,36.17
SCCO,12.8935,-1.1948,10.7506,-3.9153,6.5058,-3.6455,5.8186,2.2553,1.8902,29.05,20.98,45.13,31.72
FE,3.6387,-2.4543,1.9724,-3.082,1.0806,-3.0265,1.8641,0.9526,0.3126,28.93,48.3,51.23,42.82
HLT,29.4448,-1.5535,13.7945,-8.3732,8.6743,-11.7634,27.1341,9.1422,2.4869,28.67,66.27,92.15,62.37
DD,8.3723,-8.4378,6.1158,-7.9389,4.3787,-5.1186,0.8043,1.2217,1.2429,28.39,19.98,9.61,19.32
PRU,9.6859,-7.9251,7.0512,-7.6672,2.9543,-9.2085,3.2568,-0.0295,0.8218,27.82,-0.42,33.62,20.34
JETS,2.0714,-3.4661,2.0202,-4.6144,1.5936,-4.1793,1.3084,0.9484,0.443,27.8,46.95,63.17,45.97
COF,25.4308,-9.9004,16.2856,-10.1552,9.0763,-12.5921,25.4308,10.9153,2.5182,27.74,67.02,100.0,64.92
CVNA,72.3424,-50.5366,37.7898,-51.5366,24.4028,-26.2312,72.3424,34.2154,6.7352,27.6,90.54,100.0,72.71
XRT,13.4018,-1.8059,9.0026,-5.6402,5.2321,-3.7997,3.5322,3.0961,1.4417,27.55,34.39,26.36,29.43
XLF,4.5317,-3.2582,2.4154,-1.7545,1.087,-2.5766,4.504,1.2252,0.2967,27.3,50.72,99.39,59.14
CI,30.3157,-6.4876,18.6942,-14.4322,11.4919,-15.6066,4.9277,-4.1663,3.0108,26.2,-22.29,16.25,6.72
LVS,10.2336,-13.0476,4.8786,-4.5516,3.2917,-6.1264,0.93,3.4488,0.8525,25.9,70.69,9.09,35.23
GS,93.459,-17.1061,46.6524,-16.1367,31.2604,-26.8776,93.459,46.366,8.0915,25.88,99.39,100.0,75.09
LMT,37.2801,-2.561,37.7443,-20.2032,20.9415,-26.9519,5.8123,-5.8365,5.3749,25.67,-15.46,15.59,8.6
STLD,17.0077,-2.0023,11.174,-3.1956,5.5925,-6.3422,7.0307,1.4344,1.4242,25.47,12.84,41.34,26.55
LRCX,12.6943,-0.5214,8.1391,-4.0866,4.1025,-6.6917,7.7677,6.447,1.0336,25.19,79.21,61.19,55.2
VVV,3.8648,-0.9445,2.8445,-1.9456,1.6619,-2.6381,0.3784,0.6882,0.4161,25.04,24.19,9.79,19.67
GE,43.7426,-19.3626,21.0682,-10.8641,11.9766,-7.0431,43.7426,19.6847,2.9978,25.03,93.43,100.0,72.82
CDNS,38.0053,-3.6479,18.6868,-11.1349,14.4519,-15.718,29.0135,18.3326,3.5806,24.78,98.1,76.34,66.41
PLD,17.7625,-5.36,9.9039,-8.2213,6.1939,-10.0075,-0.8844,0.8952,1.5309,24.72,9.04,-4.98,9.59
INTC,4.7203,-5.842,3.8057,-4.5488,2.6286,-3.7141,-3.4394,0.5968,0.6426,24.45,15.68,-72.86,-10.91
PZZA,14.853,-8.8849,8.5751,-8.1687,5.0035,-5.4832,-5.4633,1.5722,1.2192,24.37,18.33,-36.78,1.97
ITW,19.4551,-2.9278,9.3654,-8.9314,7.6598,-11.2091,8.409,4.6047,1.8214,23.78,49.17,43.22,38.72
PG,10.9272,-1.6378,5.7916,-4.9518,3.857,-4.4801,3.7525,-1.6011,0.9071,23.52,-27.65,34.34,10.07
XLB,7.5694,-2.374,4.5516,-3.0565,2.294,-4.2362,2.4313,1.4066,0.5373,23.42,30.9,32.12,28.82
CELH,13.1773,-4.5808,9.2539,-9.865,8.9917,-6.2096,1.742,6.2279,2.067,22.99,67.3,13.22,34.5
XOM,14.2993,-7.1052,7.2717,-6.2657,3.9258,-5.3544,4.0227,0.8149,0.8819,22.46,11.21,28.13,20.6
QQQ,48.9948,-3.3138,21.2709,-19.4162,14.6789,-17.7287,48.9948,21.2291,3.2594,22.2,99.8,100.0,74.0
PEP,11.0664,-5.9357,5.8265,-6.7248,3.4133,-6.5697,-4.8768,1.094,0.7565,22.16,18.78,-44.07,-1.04
NOC,52.0394,-4.0315,27.4806,-15.087,22.2361,-20.9005,30.7036,27.0088,4.8839,21.96,98.28,59.0,59.75
TSM,31.7875,-2.7067,17.042,-8.2963,9.8129,-9.4614,31.7875,15.3079,2.1543,21.95,89.82,100.0,70.59
EXPD,13.7327,-2.4877,8.4048,-5.929,5.0977,-4.1834,1.5816,1.7432,1.0934,21.45,20.74,11.52,17.9
MDT,8.8278,-5.7584,4.4985,-4.8316,2.947,-8.1974,2.4024,2.1797,0.6254,21.22,48.45,27.21,32.3
AON,31.0254,-0.3704,19.8464,-8.0207,9.7143,-17.9153,17.9263,1.0991,2.055,21.15,5.54,57.78,28.16
RBLX,20.1794,-10.4793,16.808,-14.0079,12.1399,-10.5387,20.1794,15.8976,2.5548,21.04,94.58,100.0,71.88
ASML,136.0928,-2.1085,83.3229,-60.8528,51.4943,-46.3199,9.7256,9.999,10.8183,21.01,12.0,7.15,13.39
FSLR,62.2692,-32.3241,27.2802,-20.2665,25.7542,-10.8996,3.8874,10.7552,5.3769,20.88,39.42,6.24,22.18
XLE,10.1937,-5.9582,6.4948,-5.5564,3.1013,-5.7429,2.7981,0.6688,0.6416,20.69,10.3,27.45,19.48
JPM,36.1112,-2.3637,16.0442,-8.3068,8.5185,-10.7758,36.1112,13.4619,1.7402,20.43,83.91,100.0,68.11
STT,10.0291,-6.2092,6.2041,-5.8706,3.8319,-6.4796,10.0291,5.9159,0.7823,20.42,95.35,100.0,71.92
GPN,21.744,-14.977,10.9991,-16.0068,6.3215,-17.7734,-9.2201,-1.1959,1.2444,19.69,-10.87,-42.4,-11.2
TD,6.6973,-1.4855,4.5983,-3.2698,2.0505,-3.8321,4.6832,3.9343,0.4001,19.51,85.56,69.93,58.33
PSA,36.6755,-1.7519,20.9315,-8.6909,12.0269,-18.0234,6.008,-1.4269,2.2774,18.94,-6.82,16.38,9.5
TECK,5.7567,-5.8056,4.1011,-2.9535,2.4753,-3.322,-0.5914,-1.1398,0.4664,18.84,-27.79,-10.27,-6.41
SLB,8.8989,-8.2007,4.1089,-5.6919,3.2797,-4.6815,-2.3955,-0.6098,0.6112,18.64,-14.84,-26.92,-7.71
FND,20.4901,-5.6276,9.9561,-11.3565,6.5982,-7.2241,-5.2397,-0.44,1.2253,18.57,-4.42,-25.57,-3.81
QRVO,28.221,-12.765,15.6235,-13.129,7.228,-9.3559,-6.1014,4.0543,1.3182,18.24,25.95,-21.62,7.52
SNOW,19.3226,-32.0119,30.6591,-43.7055,32.6463,-29.3227,12.8453,13.4528,5.9498,18.23,43.88,66.48,42.86
RTX,16.121,-4.3044,8.5356,-7.4266,4.0187,-9.5349,16.121,7.8785,0.7164,17.83,92.3,100.0,70.04
BX,21.115,-1.9981,15.9535,-7.6009,8.0014,-8.0509,15.5411,6.9247,1.3889,17.36,43.41,73.6,44.79
U,13.6768,-20.9117,22.8343,-22.3535,15.3542,-13.7259,-1.6641,5.2616,2.6533,17.28,23.04,-12.17,9.39
MRK,10.5337,-5.0726,6.3975,-6.5163,3.7531,-3.9568,-5.0648,-0.964,0.6454,17.2,-15.07,-48.08,-15.32
WMT,12.4207,-0.6665,6.7933,-1.7146,3.1936,-3.2842,12.0115,2.3725,0.5427,16.99,34.92,96.71,49.54
CPRT,6.0282,-0.0483,3.2465,-2.8449,2.5485,-2.7527,1.6402,-2.031,0.4327,16.98,-62.56,27.21,-6.12
HUN,3.5175,-3.4239,2.3159,-2.4091,1.2577,-1.6713,-3.4239,-1.1144,0.2053,16.32,-48.12,-97.34,-43.05
LYFT,0.324,-11.8389,7.8272,-7.5186,4.1081,-6.8083,-0.6169,0.7555,0.6701,16.31,9.65,-190.4,-54.81
SYK,31.8782,-4.7633,19.6386,-15.1901,10.8831,-18.2343,27.9788,5.312,1.7707,16.27,27.05,87.77,43.7
MNST,4.5434,-0.1003,3.0042,-2.0792,1.8169,-2.0652,2.8502,1.6701,0.2946,16.21,55.59,62.73,44.85
WHR,19.5915,-12.0489,14.1126,-10.2568,8.2355,-13.2282,-6.5639,0.3654,1.3236,16.07,2.59,-33.5,-4.95
NFLX,198.6252,-62.9064,108.2177,-90.8174,54.6528,-59.2338,198.6252,60.9804,8.7699,16.05,56.35,100.0,57.47
HOOD,21.9613,-7.1731,17.7306,-6.7068,8.4649,-3.9898,21.9613,16.1244,1.3325,15.74,90.94,100.0,68.89
W,51.5886,-47.5742,53.8453,-41.0236,29.5318,-17.0251,-2.2415,11.2717,4.6196,15.64,20.93,-4.34,10.74
NCLH,7.5869,-9.8613,2.5089,-11.6813,2.6463,-10.7836,1.1183,1.2095,0.4071,15.38,48.21,14.74,26.11
NUE,21.4255,-5.8416,13.4688,-10.0429,8.6576,-8.9486,-2.123,5.6078,1.2989,15.0,41.64,-9.91,15.58
H,15.9801,-4.4482,11.5807,-10.9422,7.4784,-11.0523,5.8283,2.3801,1.1063,14.79,20.55,36.47,23.94
DVN,11.048,-6.3251,6.8969,-3.1611,3.3277,-3.7037,-2.6944,0.1905,0.4893,14.7,2.76,-24.39,-2.31
EW,13.941,-5.6915,8.254,-7.9089,4.0497,-7.7837,-0.8298,1.9083,0.5953,14.7,23.12,-5.95,10.62
CVX,19.1638,-6.3136,14.2317,-8.5702,8.8761,-9.8707,3.6561,3.206,1.3037,14.69,22.53,19.08,18.76
EBAY,10.2764,-2.5485,7.6906,-4.6707,5.6147,-2.3974,10.2764,7.2165,0.8206,14.62,93.84,100.0,69.48
IYT,5.485,-1.5289,4.1696,-3.1868,1.8949,-3.9552,2.2495,1.2837,0.2746,14.49,30.79,41.01,28.76
VZ,2.6529,-2.7915,1.7727,-2.7995,1.2582,-1.386,1.9843,0.736,0.1815,14.43,41.52,74.8,43.58
NXPI,26.7335,-3.7731,16.2138,-13.8799,9.5039,-12.8796,4.046,5.599,1.3641,14.35,34.53,15.13,21.34
GTLB,0.0456,-16.9694,7.2664,-16.4144,5.6459,-9.7313,-3.0733,-1.682,0.8032,14.23,-23.15,-6739.69,-2249.54
DRI,19.2742,-3.9021,11.1046,-13.3227,5.5873,-16.4472,18.736,4.492,0.7879,14.1,40.45,97.21,50.59
QCOM,20.0759,-3.2714,18.458,-7.7178,11.9579,-11.1279,4.7289,1.3982,1.6866,14.1,7.58,23.56,15.08
CB,25.326,-2.8532,11.9891,-11.8676,7.2264,-13.8083,16.8269,-1.4242,1.0183,14.09,-11.88,66.44,22.88
ABT,11.8515,-1.3542,6.2467,-4.1962,4.3409,-3.7133,7.7561,1.8089,0.6063,13.97,28.96,65.44,36.12
ULTA,55.8215,-14.144,33.7819,-28.8451,25.798,-35.437,17.1672,30.319,3.4776,13.48,89.75,30.75,44.66
TSLA,71.5832,-9.0329,55.1057,-38.6161,40.5386,-35.5832,28.5163,9.0905,5.4174,13.36,16.5,39.84,23.23
DKNG,12.2741,-6.0454,8.1183,-7.8499,5.696,-4.6699,3.4068,2.2134,0.7506,13.18,27.26,27.76,22.73
RH,138.2789,-41.2467,74.3767,-72.3864,44.058,-45.8386,-25.8859,-6.7327,5.6527,12.83,-9.05,-18.72,-4.98
