ticker,m_max_macd,m_min_macd,w_max_macd,w_min_macd,d_max_macd,d_min_macd,m_last_macd,w_last_macd,d_last_macd,daily_overbought_score,weekly_overbought_score,monthly_overbought_score,total_overbought_score
AGI,4.124,-2.0696,2.4749,-0.5165,1.3622,-0.6401,4.124,1.1829,0.9982,73.28,47.8,100.0,73.69
JNJ,9.706,-1.1104,6.0175,-4.0522,4.697,-5.7568,4.0992,6.0175,3.42,72.81,100.0,42.23,71.68
GLW,6.8616,-1.9679,5.0397,-2.0496,3.4126,-2.0555,6.8616,5.0397,2.4565,71.98,100.0,100.0,90.66
AEM,19.7717,-4.983,9.9691,-3.1866,5.3903,-4.0137,19.7717,9.9691,3.8138,70.75,100.0,100.0,90.25
DHI,23.3867,-3.0647,12.674,-9.9042,9.5013,-7.5579,6.6336,7.6506,6.7187,70.71,60.36,28.36,53.15
FNV,18.7677,-4.7695,11.5126,-8.212,7.9123,-6.0263,12.2747,8.757,5.5794,70.52,76.06,65.4,70.66
AER,12.7793,-6.333,6.6269,-9.2666,4.281,-10.795,12.7793,4.4001,3.0175,70.49,66.4,100.0,78.96
ATO,13.6521,-0.4764,7.4126,-2.4767,3.5551,-5.545,13.6521,4.9228,2.4734,69.57,66.41,100.0,78.66
BAC,4.5907,-6.8177,3.1949,-2.6433,1.4114,-2.9197,3.8416,1.7665,0.977,69.22,55.29,83.68,69.4
UEC,1.0342,-1.2157,1.1345,-0.5847,0.8193,-0.5387,0.8535,1.1345,0.5649,68.95,100.0,82.53,83.83
ADI,18.9299,-2.4325,12.4267,-8.6552,9.2519,-11.3658,13.7774,8.623,6.2773,67.85,69.39,72.78,70.01
LEN,21.5862,-6.914,10.9064,-12.1803,7.0102,-8.5869,0.0443,1.2088,4.7458,67.7,11.08,0.21,26.33
CFG,4.5038,-2.5625,3.5529,-3.5444,1.9263,-4.0555,3.8228,2.579,1.3021,67.6,72.59,84.88,75.02
XHB,13.7296,-4.7107,7.3979,-5.0395,4.0497,-5.3146,5.5837,2.9113,2.6803,66.19,39.35,40.67,48.74
TMO,80.8577,-23.9476,37.1458,-40.686,17.166,-24.7045,-21.9223,-1.8321,11.3156,65.92,-4.93,-27.11,11.29
LYV,16.98,-3.6576,11.1157,-8.2999,6.5679,-9.5698,16.98,8.0095,4.3232,65.82,72.06,100.0,79.29
HD,41.0251,-2.0577,22.9257,-15.0182,13.2427,-17.1598,18.752,6.9667,8.6302,65.17,30.39,45.71,47.09
CVS,9.8867,-5.4493,5.7333,-5.4757,3.651,-4.4114,-0.4519,2.2948,2.3772,65.11,40.03,-4.57,33.52
RF,2.1808,-3.8768,1.8441,-1.3513,0.956,-1.5986,1.7314,1.2469,0.6211,64.97,67.62,79.39,70.66
WYNN,25.9241,-20.4541,11.4311,-15.305,7.3118,-19.4805,3.6244,8.1303,4.688,64.12,71.12,13.98,49.74
GD,24.7384,-8.2436,13.5678,-11.6019,7.7736,-14.7979,17.6935,13.3962,4.935,63.48,98.74,71.52,77.91
LSCC,13.7057,-4.5642,8.6211,-7.042,4.8943,-6.984,-3.2114,2.3241,3.0961,63.26,26.96,-23.43,22.26
DAL,6.8778,-5.8619,5.0594,-9.169,3.3694,-8.0532,3.4969,2.1009,2.0793,61.71,41.52,50.84,51.36
UAL,12.6429,-12.3429,13.9678,-16.7163,7.0702,-13.322,11.3285,5.3556,4.3379,61.35,38.34,89.6,63.1
BK,12.9675,-2.5365,6.1735,-2.9517,2.9836,-3.5695,12.9675,6.1735,1.8268,61.23,100.0,100.0,87.08
MPWR,120.9402,-1.484,65.6798,-55.963,41.1268,-83.6531,46.7592,46.8776,24.8321,60.38,71.37,38.66,56.81
PEP,11.1747,-5.9938,5.8835,-6.7906,3.4467,-6.6339,-5.248,0.8281,2.0663,59.95,14.07,-46.96,9.02
ABBV,17.4782,-0.5642,11.3336,-3.7539,7.5734,-8.2328,14.89,5.5389,4.5345,59.87,48.87,85.19,64.65
PRU,9.6859,-7.9251,7.0512,-7.6672,2.9543,-9.2085,3.6918,-0.2378,1.7642,59.72,-3.37,38.12,31.49
TER,21.4589,-4.7077,14.1894,-13.1339,8.684,-11.6895,-2.132,3.3639,5.1299,59.07,23.71,-9.94,24.28
PNC,19.0242,-8.285,13.6516,-10.1589,6.8014,-12.5896,12.9789,6.4856,3.9916,58.69,47.51,68.22,58.14
ORLY,10.3,-0.2441,4.0852,-1.7454,3.0845,-2.1237,10.3,4.0852,1.7543,56.87,100.0,100.0,85.62
IWM,20.9198,-5.8264,17.3284,-10.2298,6.8296,-14.82,8.0607,5.5892,3.8605,56.53,32.25,38.53,42.44
LVS,10.2336,-13.0476,4.8786,-4.5516,3.2917,-6.1264,0.4169,3.482,1.8606,56.52,71.37,4.07,43.99
XLC,10.3067,-3.8489,4.4331,-4.58,2.0761,-3.4151,10.3067,3.789,1.1347,54.66,85.47,100.0,80.04
AAPL,24.0072,-0.0776,12.7597,-7.6185,8.9036,-10.6041,12.2225,2.558,4.8491,54.46,20.05,50.91,41.81
MA,49.4363,0.0,21.8883,-13.3477,14.2532,-25.5962,49.0999,13.8463,7.7352,54.27,63.26,99.32,72.28
SPG,18.4558,-18.4805,9.6779,-18.6479,7.0252,-16.645,13.9981,3.1922,3.7772,53.77,32.98,75.85,54.2
AXP,37.712,-7.4715,18.3395,-9.2269,10.1117,-12.8305,34.3994,9.7458,5.3873,53.28,53.14,91.22,65.88
MET,6.8371,-4.2965,4.8429,-3.8096,2.308,-5.1914,4.6803,0.2612,1.2158,52.68,5.39,68.45,42.18
SYF,8.2772,-2.0044,6.0374,-4.3168,3.423,-4.2296,8.2772,4.4715,1.8001,52.59,74.06,100.0,75.55
NXPI,26.7335,-3.7731,16.2137,-13.8799,9.5038,-12.8796,3.6858,5.8999,4.9006,51.56,36.39,13.79,33.91
FE,3.6387,-2.4543,1.9724,-3.082,1.0806,-3.0265,1.8041,0.9022,0.5517,51.05,45.74,49.58,48.79
ANET,18.674,-0.0873,11.0133,-6.9509,9.2104,-8.256,16.6515,11.0133,4.6912,50.93,100.0,89.17,80.03
RTX,15.9008,-4.3044,8.5356,-7.4266,4.0187,-9.5349,15.9008,8.5356,2.0465,50.92,100.0,100.0,83.64
PH,90.925,-4.3427,43.859,-14.337,23.7698,-26.7321,83.9462,30.8498,11.8878,50.01,70.34,92.32,70.89
APP,92.5845,-13.8549,74.7538,-10.6337,46.7033,-32.7095,92.5845,38.4766,23.1724,49.62,51.47,100.0,67.03
HES,19.9483,-6.2036,10.0494,-6.7209,6.3933,-7.3134,3.9879,1.5179,3.1314,48.98,15.1,19.99,28.02
GM,6.6737,-2.6843,5.9984,-4.6663,3.3614,-3.8852,3.5526,2.2932,1.6418,48.84,38.23,53.23,46.77
SOFI,2.8829,-4.5626,3.0278,-2.5413,2.6292,-1.4198,2.8829,3.0278,1.2759,48.53,100.0,100.0,82.84
DIA,29.8465,-6.9296,14.1059,-11.9114,8.0639,-20.6962,26.0844,9.2623,3.8796,48.11,65.66,87.4,67.06
RCL,54.9892,-14.0006,33.1541,-22.3582,21.7202,-21.789,54.9892,31.6339,10.3915,47.84,95.41,100.0,81.09
MDB,87.7479,-31.6823,56.3934,-47.5049,36.0296,-40.142,-21.2113,6.3284,16.9713,47.1,11.22,-24.17,11.38
PSX,16.6497,-7.5042,12.0134,-10.4068,5.8158,-9.2709,4.2284,2.7852,2.6867,46.2,23.18,25.4,31.59
SHW,38.6288,-2.9393,19.984,-14.5876,12.3912,-13.0454,20.7905,3.3839,5.718,46.15,16.93,53.82,38.97
CRUS,12.7743,-3.0022,13.0349,-5.8183,6.7942,-6.4064,4.0353,2.3076,3.1346,46.14,17.7,31.59,31.81
HBAN,1.3298,-2.2093,1.2153,-1.2325,0.6869,-1.2009,1.2681,0.5292,0.3164,46.06,43.54,95.36,61.66
KBH,11.5587,-6.0375,5.5338,-5.2067,3.983,-6.1239,1.6389,0.1606,1.8257,45.84,2.9,14.18,20.97
KRE,6.0518,-4.0215,6.067,-5.4647,2.6449,-5.1604,3.0249,1.6846,1.2125,45.84,27.77,49.98,41.2
NTAP,14.7056,-3.1183,10.5451,-9.4454,4.6614,-8.1685,5.9199,1.6072,2.1273,45.64,15.24,40.26,33.71
NOC,52.2439,-4.0473,27.4968,-15.1463,22.3235,-20.9826,27.5404,27.4968,10.1135,45.3,100.0,52.72,66.01
GPC,17.3635,-4.8566,11.1666,-7.5966,5.7794,-7.8827,-2.232,4.222,2.6149,45.25,37.81,-12.85,23.4
STT,9.5403,-6.2092,6.2041,-5.8706,3.8319,-6.4796,9.5403,6.2041,1.7185,44.85,100.0,100.0,81.62
SE,70.2433,-31.1133,34.384,-48.3822,17.6414,-28.0184,22.6879,13.6971,7.8657,44.59,39.84,32.3,38.91
EBAY,9.4406,-2.5485,7.6906,-4.6707,5.6147,-2.3974,9.4406,7.5192,2.4659,43.92,97.77,100.0,80.56
J,12.7368,-4.3736,8.1208,-4.4514,4.565,-5.9441,7.638,5.5903,1.9799,43.37,68.84,59.97,57.39
MP,8.6162,-4.1808,13.0649,-3.1176,8.5153,-3.3161,6.8636,13.0649,3.6836,43.26,100.0,79.66,74.31
VMC,24.4189,-7.497,16.3056,-9.7772,10.8403,-12.9708,17.4598,8.8496,4.6751,43.13,54.27,71.5,56.3
CELH,13.1773,-4.5808,9.2539,-9.865,8.9917,-6.2096,0.7729,6.2122,3.8679,43.02,67.13,5.87,38.67
XLY,20.1965,-3.0926,12.672,-11.1472,7.3061,-9.3789,14.9829,6.0887,3.0861,42.24,48.05,74.19,54.82
MCD,18.5765,-0.0278,10.5493,-7.4597,7.7634,-15.3896,13.77,2.828,3.2698,42.12,26.81,74.13,47.68
MGM,12.8415,-13.568,4.1703,-4.6032,1.9679,-5.5696,-1.2353,1.0626,0.8245,41.9,25.48,-9.62,19.25
AFL,12.2399,-2.1029,7.481,-4.1901,3.6819,-5.3554,8.9809,0.315,1.5311,41.58,4.21,73.37,39.72
CCL,5.7496,-10.1339,2.6782,-9.3117,2.0514,-7.9462,3.1203,2.4224,0.8487,41.37,90.45,54.27,62.03
TFC,4.0602,-4.2353,3.7006,-4.0523,2.0698,-4.9543,1.9706,1.3127,0.8529,41.21,35.47,48.53,41.74
SHOP,27.703,-16.4815,14.8022,-22.4701,8.8729,-13.3384,14.7969,10.9575,3.648,41.11,74.03,53.41,56.18
XLV,10.6604,-1.522,4.9153,-3.1669,2.6047,-5.097,1.5645,-1.1544,1.0624,40.79,-23.49,14.68,10.66
SPY,49.1655,-9.6431,20.7788,-14.6455,12.2309,-21.8455,47.0515,19.4343,4.9864,40.77,93.53,95.7,76.67
USB,3.4566,-3.0441,3.9823,-4.5506,2.1373,-4.3743,1.8274,1.0443,0.8675,40.59,26.22,52.87,39.89
XLF,4.5317,-3.2582,2.4154,-1.7545,1.087,-2.5766,4.5317,1.2641,0.4354,40.06,52.34,100.0,64.13
TEL,16.5267,-4.55,15.4243,-6.5895,10.7789,-8.5508,14.5033,15.4243,4.3136,40.02,100.0,87.76,75.93
C,26.7231,-70.6003,6.7808,-6.3932,4.021,-7.9151,10.0232,6.7808,1.5983,39.75,100.0,37.51,59.09
COF,24.8224,-9.9004,16.2856,-10.1552,9.0763,-12.5921,24.8224,11.0696,3.5981,39.64,67.97,100.0,69.2
MS,15.3301,-6.513,9.7186,-3.9503,6.0427,-5.6478,15.3301,7.2476,2.3668,39.17,74.57,100.0,71.25
ONB,2.0137,-0.8548,1.3659,-1.1721,0.8747,-0.9848,1.6826,0.3479,0.3378,38.62,25.47,83.56,49.22
MLM,62.5088,-6.0865,44.536,-21.4171,24.4573,-25.8338,33.9435,22.0817,9.3995,38.43,49.58,54.3,47.44
IBB,15.782,-4.3543,8.9895,-9.4647,4.5226,-6.4731,-0.1787,1.7767,1.7338,38.34,19.76,-1.13,18.99
WPM,12.543,-2.7947,6.8846,-2.9668,3.1554,-2.2828,12.543,6.7644,1.2011,38.06,98.25,100.0,78.77
ROST,11.8227,-5.1837,8.2431,-7.1426,7.1243,-13.0615,5.4066,1.2647,2.6876,37.72,15.34,45.73,32.93
TEM,6.967,0.0,5.2244,-2.2218,10.4276,-5.6789,6.967,4.9486,3.8664,37.08,94.72,100.0,77.27
VLO,16.6128,-6.789,13.6894,-8.8548,8.4442,-9.1886,5.0134,4.566,3.1095,36.82,33.35,30.18,33.45
FLEX,7.1355,-1.7836,3.9808,-1.3992,2.5634,-2.3416,7.1355,3.8971,0.9298,36.27,97.9,100.0,78.06
APH,14.0036,-0.1735,9.9261,-1.4469,4.8045,-2.1757,14.0036,9.8232,1.7308,36.02,98.96,100.0,78.33
TRV,25.0395,-3.5508,14.0626,-9.7001,7.2328,-10.5689,23.9612,4.8148,2.5698,35.53,34.24,95.69,55.15
AEP,7.5853,-1.586,4.9156,-3.1571,2.8127,-5.3949,7.5853,3.378,0.9986,35.5,68.72,100.0,68.07
JETS,2.0714,-3.4661,2.0202,-4.6144,1.5936,-4.1793,1.1586,0.8438,0.5603,35.16,41.77,55.93,44.29
T,3.3461,-0.5719,1.8084,-0.8808,0.9873,-1.2134,3.3461,1.0405,0.3462,35.07,57.54,100.0,64.2
DUK,8.2074,-0.7926,5.3608,-3.335,2.5399,-5.6168,8.2074,2.623,0.8903,35.05,48.93,100.0,61.33
VZ,2.6529,-2.7915,1.7727,-2.7995,1.2582,-1.3861,1.9663,0.7278,0.438,34.81,41.06,74.12,50.0
WELL,21.0201,-2.8847,9.1891,-8.8491,5.0322,-9.9362,21.0201,7.049,1.7494,34.76,76.71,100.0,70.49
ITW,19.4551,-2.9278,9.3654,-8.9314,7.6598,-11.2091,8.0363,4.0945,2.6543,34.65,43.72,41.31,39.89
UNH,56.388,-42.971,24.6854,-61.114,22.7485,-49.9283,-42.971,-47.2657,7.737,34.01,-191.47,-76.21,-77.89
VVV,3.8648,-0.9445,2.8445,-1.9456,1.6619,-2.6381,0.2297,0.5461,0.5633,33.89,19.2,5.94,19.68
IYT,5.485,-1.5289,4.1696,-3.1868,1.8949,-3.9552,2.1438,1.3125,0.6388,33.71,31.48,39.08,34.76
NUE,21.4255,-5.8416,13.4688,-10.0429,8.6576,-8.9486,-2.9553,5.4509,2.8621,33.06,40.47,-13.79,19.91
GS,89.4806,-17.1061,46.9689,-16.1367,31.2604,-26.8776,89.4806,46.9689,10.3025,32.96,100.0,100.0,77.65
NI,4.172,-0.5762,2.1607,-0.9296,0.9118,-1.5792,4.172,1.3866,0.3004,32.95,64.17,100.0,65.71
XLB,7.5694,-2.374,4.5516,-3.0565,2.294,-4.2362,2.354,1.3452,0.7517,32.77,29.55,31.1,31.14
TXN,20.1344,-2.6047,10.0384,-9.2063,7.8845,-9.3286,7.2608,5.0865,2.5702,32.6,50.67,36.06,39.78
JPM,35.7528,-2.3637,16.0442,-8.3068,8.5185,-10.7758,35.7528,14.3626,2.7661,32.47,89.52,100.0,74.0
INTC,4.7203,-5.842,3.8057,-4.5488,2.6286,-3.7141,-3.8108,0.3681,0.8447,32.13,9.67,-80.73,-12.97
TMUS,30.414,-6.4978,17.4799,-6.1657,11.1621,-5.7051,26.9859,3.1879,3.5676,31.96,18.24,88.73,46.31
XOM,14.2993,-7.1052,7.2717,-6.2657,3.9258,-5.3544,4.1392,0.7051,1.2444,31.7,9.7,28.95,23.45
BLDR,33.2454,-2.9707,19.5365,-13.733,9.8121,-9.419,1.2233,-0.0729,3.1033,31.63,-0.37,3.68,11.64
BBY,10.5627,-4.7201,8.1675,-7.0684,4.817,-6.9281,-1.4815,-1.015,1.4996,31.13,-12.43,-14.03,1.56
PSN,14.8408,-0.4861,8.5211,-9.4819,4.3418,-7.5896,3.4481,1.2834,1.3171,30.34,15.06,23.23,22.88
ECL,20.4952,-11.6211,13.0208,-13.3659,9.6431,-13.1977,20.4952,7.5794,2.9241,30.32,58.21,100.0,62.84
HLT,29.4448,-1.5535,13.7945,-8.3732,8.6743,-11.7634,26.7385,9.1444,2.6193,30.2,66.29,90.81,62.43
DD,8.3723,-8.4378,6.1158,-7.9389,4.3787,-5.1186,0.6063,0.7011,1.3208,30.16,11.46,7.24,16.29
UBER,10.2822,-4.2838,8.4883,-4.4976,4.489,-4.7771,10.2822,4.7732,1.3475,30.02,56.23,100.0,62.08
BURL,40.5787,-26.3718,27.3922,-26.7817,17.2467,-25.9693,15.6395,8.8947,5.1707,29.98,32.47,38.54,33.66
GPN,21.744,-14.977,10.9991,-16.0068,6.3215,-17.7734,-9.5161,-2.0209,1.8826,29.78,-18.37,-43.76,-10.79
BROS,9.0444,-4.733,9.9416,-4.4945,7.6831,-6.9679,9.0444,1.633,2.2679,29.52,16.43,100.0,48.65
XLE,10.1937,-5.9582,6.4948,-5.5564,3.1013,-5.7429,2.8318,0.5586,0.9028,29.11,8.6,27.78,21.83
CAT,45.0262,-5.8855,27.2847,-16.7489,16.2034,-14.9169,36.1934,21.857,4.701,29.01,80.11,80.38,63.17
DECK,30.0752,-1.31,15.85,-18.5023,10.3735,-14.9734,2.9766,-8.3563,2.9976,28.9,-52.72,9.9,-4.64
CVNA,69.7558,-50.5366,37.7898,-51.5366,24.4028,-26.2312,69.7558,34.8859,6.9701,28.56,92.32,100.0,73.63
COP,16.3787,-5.1295,8.8015,-5.8402,4.8961,-7.0076,-1.3204,0.154,1.3985,28.56,1.75,-8.06,7.42
CVX,19.1638,-6.3136,14.2317,-8.5702,8.8761,-9.8707,3.3158,3.1743,2.4939,28.1,22.3,17.3,22.57
BLK,105.6448,-4.8438,61.4031,-55.5973,34.7365,-38.2601,95.0565,51.1474,9.656,27.8,83.3,89.98,67.02
EXPD,13.7328,-2.4877,8.4048,-5.929,5.0977,-4.1834,1.2842,1.3481,1.368,26.84,16.04,9.35,17.41
SRE,5.3345,-0.4316,4.8827,-3.69,2.9623,-6.2153,2.6353,1.4939,0.7819,26.4,30.6,49.4,35.46
AON,31.0254,-0.3704,19.8464,-8.0207,9.7143,-17.9153,18.7074,0.4778,2.5228,25.97,2.41,60.3,29.56
LRCX,12.6943,-0.5214,8.1391,-4.0866,4.1025,-6.6917,6.6689,6.1723,1.0446,25.46,75.84,52.53,51.28
SPGI,52.1183,-5.6585,24.5304,-23.4001,13.4541,-22.0264,38.513,14.5177,3.3656,25.02,59.18,73.9,52.7
RMD,32.8618,-12.2956,23.3186,-20.3271,10.9457,-13.5225,16.2954,13.4325,2.7178,24.83,57.6,49.59,44.01
PPL,2.6842,-1.1188,1.4858,-1.6497,1.013,-2.8373,2.6568,0.8275,0.2511,24.79,55.69,98.98,59.82
PLD,17.7625,-5.36,9.9039,-8.2213,6.1939,-10.0075,-1.1645,0.277,1.5323,24.74,2.8,-6.56,6.99
MPC,25.1219,-5.6393,16.524,-7.7513,10.2369,-8.1338,10.349,6.1606,2.5211,24.63,37.28,41.2,34.37
XRT,13.4018,-1.8059,9.0026,-5.6402,5.2321,-3.7997,2.9352,2.5658,1.28,24.46,28.5,21.9,24.96
LIN,41.3634,-2.7566,21.4423,-7.905,13.7771,-13.4849,27.5948,7.149,3.3265,24.15,33.34,66.71,41.4
AFRM,8.9364,-21.6114,21.4932,-18.9698,13.71,-13.7382,8.9364,7.1392,3.2589,23.77,33.22,100.0,52.33
A,21.1612,-3.3657,12.464,-8.6653,6.2816,-6.6833,-2.9235,-0.7235,1.4912,23.74,-5.8,-13.82,1.37
MRK,10.5337,-5.0726,6.3975,-6.5163,3.7531,-3.9568,-5.0726,-1.4651,0.885,23.58,-22.9,-48.16,-15.83
ALL,21.1558,-5.3453,11.4136,-4.2726,4.944,-9.6524,19.4294,2.8297,1.162,23.5,24.79,91.84,46.71
CDNS,38.0053,-3.6479,18.6868,-11.1349,14.4519,-15.718,26.653,17.6561,3.3945,23.49,94.48,70.13,62.7
EOG,15.6841,-11.26,10.1202,-8.1013,5.3735,-8.9571,3.137,0.4108,1.2491,23.25,4.06,20.0,15.77
CSTM,4.068,-4.0693,1.7181,-1.9511,0.9609,-2.1661,-1.0421,0.7327,0.222,23.1,42.65,-25.62,13.38
SN,16.4803,-0.5758,11.7722,-5.0731,6.3331,-7.1205,14.4013,6.8447,1.4558,22.99,58.14,87.38,56.17
EW,13.941,-5.6915,8.254,-7.9089,4.0497,-7.7837,-1.1684,1.9349,0.9233,22.8,23.44,-8.38,12.62
PCAR,13.499,-1.5334,9.583,-3.6925,4.0888,-3.7145,5.5376,0.2488,0.9257,22.64,2.6,41.02,22.09
MMM,15.0074,-11.1813,11.6326,-7.059,6.4496,-5.7593,15.0074,4.4468,1.4414,22.35,38.23,100.0,53.53
QQQ,47.6667,-3.3138,21.2709,-19.4162,14.6789,-17.7287,47.2535,21.0462,3.266,22.25,98.94,99.13,73.44
AEO,4.5123,-2.3197,4.3542,-2.7791,1.9766,-1.7073,-1.6843,-0.3095,0.4348,22.0,-7.11,-37.33,-7.48
DVN,11.048,-6.3251,6.8969,-3.1611,3.3277,-3.7037,-2.8733,0.0414,0.7309,21.96,0.6,-26.01,-1.15
ULTA,55.8215,-14.144,33.7819,-28.8451,25.798,-35.437,12.8124,31.6584,5.649,21.9,93.71,22.95,46.19
NVDA,27.9924,-0.0835,16.9297,-5.5363,9.7731,-6.2576,27.765,14.4796,2.1065,21.55,85.53,99.19,68.76
DKNG,12.2741,-6.0454,8.1183,-7.8499,5.696,-4.6699,3.2052,2.1361,1.2152,21.33,26.31,26.11,24.59
PZZA,14.853,-8.8849,8.5751,-8.1687,5.0035,-5.4832,-6.2778,1.1645,1.0666,21.32,13.58,-42.27,-2.46
ALB,40.0595,-29.0314,23.8486,-22.9347,15.4349,-14.7054,-25.1571,1.6415,3.2834,21.27,6.88,-62.8,-11.55
GE,42.5642,-19.3626,21.0682,-10.8641,11.9766,-7.0431,42.5642,20.1366,2.5279,21.11,95.58,100.0,72.23
QRVO,28.221,-12.765,15.6235,-13.129,7.228,-9.3559,-7.2658,3.675,1.4937,20.67,23.52,-25.75,6.15
SMH,33.996,-1.8894,21.9991,-11.3802,11.2827,-12.0591,28.6913,16.1488,2.3246,20.6,73.41,84.4,59.47
AMZN,22.313,-12.0249,16.1282,-13.9385,8.3333,-12.4315,20.1105,7.0206,1.7111,20.53,43.53,90.13,51.4
CTVA,7.2205,-0.1498,4.1288,-2.6393,2.179,-1.7958,5.2392,2.9831,0.4454,20.44,72.25,72.56,55.08
FSLR,62.2692,-32.3241,27.2802,-20.2665,25.7542,-10.8996,1.2251,8.5601,5.2232,20.28,31.38,1.97,17.88
DKS,32.2945,-4.1088,22.197,-9.9158,14.2951,-10.0539,17.6951,4.7824,2.8491,19.93,21.55,54.79,32.09
MDT,8.8278,-5.7584,4.4985,-4.8316,2.947,-8.1974,1.9842,2.0528,0.5839,19.81,45.63,22.48,29.31
CI,30.4688,-6.5204,18.7886,-14.505,11.5499,-15.6854,5.8248,-5.6805,2.2593,19.56,-30.23,19.12,2.81
TD,6.6973,-1.4855,4.5983,-3.2698,2.0505,-3.8321,4.1261,4.1619,0.3957,19.3,90.51,61.61,57.14
DHR,39.1867,-8.8462,21.1125,-14.4996,9.303,-9.9818,-8.8462,-1.9125,1.7798,19.13,-9.06,-22.57,-4.17
BX,21.115,-1.9981,15.9535,-7.6009,8.0014,-8.0509,14.8974,6.452,1.5195,18.99,40.44,70.55,43.33
XEL,5.0066,-2.1309,3.6655,-2.2153,1.9274,-3.4647,3.6786,1.6351,0.3616,18.76,44.61,73.48,45.61
HSY,23.5601,-8.1666,11.3619,-13.7294,6.6585,-8.4694,-4.6844,4.4401,1.2486,18.75,39.08,-19.88,12.65
F,2.1868,-0.8371,1.9562,-1.1546,1.0695,-0.8072,0.075,0.4633,0.1985,18.56,23.68,3.43,15.22
D,3.9474,-6.0155,2.5826,-4.6197,1.9022,-3.9163,1.5595,1.8608,0.3502,18.41,72.05,39.51,43.32
NSC,26.0576,-6.6398,14.7518,-10.5637,9.3604,-17.3036,11.2321,12.1554,1.7172,18.35,82.4,43.1,47.95
AVGO,47.6989,-0.0309,27.3295,-2.3755,18.2579,-12.5893,47.6989,26.5715,3.343,18.31,97.23,100.0,71.85
FANG,23.4753,-15.0532,14.5839,-12.7604,7.0017,-11.7689,1.2793,-2.1628,1.2482,17.83,-14.83,5.45,2.82
BIRK,4.0726,0.0,3.8933,-1.8997,3.5674,-3.6799,1.9989,-0.1002,0.6358,17.82,-2.57,49.08,21.44
WFC,8.9948,-5.8985,5.1847,-5.4474,3.5727,-4.4837,8.9948,2.718,0.6367,17.82,52.42,100.0,56.75
BABA,29.388,-31.9526,22.2207,-20.5597,11.7982,-11.1858,7.8491,4.2655,2.0992,17.79,19.2,26.71,21.23
STLD,17.0077,-2.0023,11.174,-3.1956,5.5925,-6.3422,7.0527,0.8584,0.9788,17.5,7.68,41.47,22.22
NCLH,7.5869,-9.8613,2.5089,-11.6813,2.6463,-10.7836,0.9357,1.0392,0.4607,17.41,41.42,12.33,23.72
LMT,37.5521,-2.5797,38.0197,-20.3506,21.0943,-27.1486,6.8709,-8.6744,3.6336,17.23,-22.82,18.3,4.24
